audio_id,trip_id,timestamp,elapsed_seconds,audio_level_db,audio_classification,sustained_duration_sec
AUD5620,TRIP086,06-02-2024 07:30,1575,45,quiet,0
AUD5621,TRIP086,06-02-2024 07:30,1600,54,quiet,0
AUD5622,TRIP086,06-02-2024 07:31,1625,48,quiet,0
AUD5623,TRIP086,06-02-2024 07:31,1650,45,quiet,0
AUD5624,TRIP086,06-02-2024 07:31,1675,57,quiet,0
AUD5625,TRIP086,06-02-2024 07:32,1700,72,conversation,0
AUD5626,TRIP086,06-02-2024 07:32,1725,58,normal,0
AUD5627,TRIP086,06-02-2024 07:33,1750,45,quiet,0
AUD5628,TRIP086,06-02-2024 07:33,1775,45,quiet,0
AUD5629,TRIP086,06-02-2024 07:34,1800,56,quiet,0
AUD5630,TRIP086,06-02-2024 07:34,1825,48,quiet,0
AUD5631,TRIP086,06-02-2024 07:34,1850,45,quiet,0
AUD5632,TRIP086,06-02-2024 07:35,1875,61,normal,0
AUD5633,TRIP086,06-02-2024 07:35,1900,67,normal,0
AUD5634,TRIP086,06-02-2024 07:36,1925,45,quiet,0
AUD5635,TRIP086,06-02-2024 07:36,1950,64,normal,0
AUD5636,TRIP086,06-02-2024 07:36,1975,48,quiet,0
AUD5637,TRIP086,06-02-2024 07:37,2000,53,quiet,0
AUD5638,TRIP086,06-02-2024 07:37,2025,65,normal,0
AUD5639,TRIP086,06-02-2024 07:38,2050,46,quiet,0
AUD5640,TRIP086,06-02-2024 07:38,2075,53,quiet,0
AUD5641,TRIP086,06-02-2024 07:39,2100,45,quiet,0
AUD5642,TRIP086,06-02-2024 07:39,2125,58,normal,0
AUD5643,TRIP086,06-02-2024 07:39,2150,59,normal,0
AUD5644,TRIP086,06-02-2024 07:40,2175,45,quiet,0
AUD5645,TRIP086,06-02-2024 07:40,2200,46,quiet,0
AUD5646,TRIP086,06-02-2024 07:41,2225,69,conversation,0
AUD5647,TRIP086,06-02-2024 07:41,2250,90,argument,19
AUD5648,TRIP086,06-02-2024 07:41,2275,90,argument,44
AUD5649,TRIP086,06-02-2024 07:42,2300,97,argument,69
AUD5650,TRIP086,06-02-2024 07:42,2325,89,argument,94
AUD5651,TRIP086,06-02-2024 07:43,2350,92,argument,119
AUD5652,TRIP086,06-02-2024 07:43,2375,89,argument,144
AUD5653,TRIP086,06-02-2024 07:44,2400,45,quiet,0
AUD5654,TRIP086,06-02-2024 07:44,2425,47,quiet,0
AUD5655,TRIP086,06-02-2024 07:44,2450,54,quiet,0
AUD5656,TRIP086,06-02-2024 07:45,2475,60,normal,0
AUD5657,TRIP086,06-02-2024 07:45,2500,67,normal,0
AUD5658,TRIP086,06-02-2024 07:46,2525,55,quiet,0
AUD5659,TRIP086,06-02-2024 07:46,2550,61,normal,0
AUD5660,TRIP086,06-02-2024 07:46,2575,64,normal,0
AUD5661,TRIP086,06-02-2024 07:47,2600,64,normal,0
AUD5662,TRIP086,06-02-2024 07:47,2625,48,quiet,0
AUD5663,TRIP086,06-02-2024 07:48,2650,48,quiet,0
AUD5664,TRIP086,06-02-2024 07:48,2675,55,quiet,0
AUD5665,TRIP086,06-02-2024 07:49,2700,75,conversation,0
AUD5666,TRIP086,06-02-2024 07:49,2725,64,normal,0
AUD5667,TRIP086,06-02-2024 07:49,2750,50,quiet,0
AUD5668,TRIP086,06-02-2024 07:50,2775,55,quiet,0
AUD5669,TRIP086,06-02-2024 07:50,2800,57,quiet,0
AUD5670,TRIP086,06-02-2024 07:51,2825,45,quiet,0
AUD5671,TRIP086,06-02-2024 07:51,2850,47,quiet,0
AUD5672,TRIP086,06-02-2024 07:51,2875,72,loud,0
AUD5673,TRIP087,06-02-2024 12:15,0,84,loud,0
AUD5674,TRIP087,06-02-2024 12:15,35,51,quiet,0
AUD5675,TRIP087,06-02-2024 12:16,70,59,normal,0
AUD5676,TRIP087,06-02-2024 12:16,105,46,quiet,0
AUD5677,TRIP087,06-02-2024 12:17,140,46,quiet,0
AUD5678,TRIP087,06-02-2024 12:17,175,85,very_loud,2
AUD5679,TRIP087,06-02-2024 12:18,210,48,quiet,0
AUD5680,TRIP087,06-02-2024 12:19,245,64,normal,0
AUD5681,TRIP087,06-02-2024 12:19,280,52,quiet,0
AUD5682,TRIP087,06-02-2024 12:20,315,62,normal,0
AUD5683,TRIP087,06-02-2024 12:20,350,65,normal,0
AUD5684,TRIP087,06-02-2024 12:21,385,45,quiet,0
AUD5685,TRIP087,06-02-2024 12:22,420,55,quiet,0
AUD5686,TRIP087,06-02-2024 12:22,455,45,quiet,0
AUD5687,TRIP087,06-02-2024 12:23,490,46,quiet,0
AUD5688,TRIP087,06-02-2024 12:23,525,69,conversation,0
AUD5689,TRIP087,06-02-2024 12:24,560,48,quiet,0
AUD5690,TRIP087,06-02-2024 12:24,595,48,quiet,0
AUD5691,TRIP087,06-02-2024 12:25,630,62,normal,0
AUD5692,TRIP087,06-02-2024 12:26,665,84,very_loud,14
AUD5693,TRIP087,06-02-2024 12:26,700,48,quiet,0
AUD5694,TRIP087,06-02-2024 12:27,735,54,quiet,0
AUD5695,TRIP087,06-02-2024 12:27,770,63,normal,0
AUD5696,TRIP087,06-02-2024 12:28,805,66,normal,0
AUD5697,TRIP087,06-02-2024 12:29,840,45,quiet,0
AUD5698,TRIP087,06-02-2024 12:29,875,73,conversation,0
AUD5699,TRIP087,06-02-2024 12:30,910,61,normal,0
AUD5700,TRIP087,06-02-2024 12:30,945,47,quiet,0
AUD5701,TRIP087,06-02-2024 12:31,980,53,quiet,0
AUD5702,TRIP087,06-02-2024 12:31,1015,60,normal,0
AUD5703,TRIP087,06-02-2024 12:32,1050,56,quiet,0
AUD5704,TRIP087,06-02-2024 12:33,1085,54,quiet,0
AUD5705,TRIP087,06-02-2024 12:33,1120,76,loud,0
AUD5706,TRIP087,06-02-2024 12:34,1155,61,normal,0
AUD5707,TRIP087,06-02-2024 12:34,1190,51,quiet,0
AUD5708,TRIP087,06-02-2024 12:35,1225,52,quiet,0
AUD5709,TRIP087,06-02-2024 12:36,1260,73,conversation,0
AUD5710,TRIP087,06-02-2024 12:36,1295,59,normal,0
AUD5711,TRIP087,06-02-2024 12:37,1330,45,quiet,0
AUD5712,TRIP087,06-02-2024 12:37,1365,53,quiet,0
AUD5713,TRIP087,06-02-2024 12:38,1400,55,quiet,0
AUD5714,TRIP087,06-02-2024 12:38,1435,45,quiet,0
AUD5715,TRIP087,06-02-2024 12:39,1470,72,conversation,0
AUD5716,TRIP087,06-02-2024 12:40,1505,45,quiet,0
AUD5717,TRIP087,06-02-2024 12:40,1540,72,conversation,0
AUD5718,TRIP087,06-02-2024 12:41,1575,45,quiet,0
AUD5719,TRIP087,06-02-2024 12:41,1610,59,normal,0
AUD5720,TRIP087,06-02-2024 12:42,1645,68,conversation,0
AUD5721,TRIP087,06-02-2024 12:43,1680,54,quiet,0
AUD5722,TRIP087,06-02-2024 12:43,1715,47,quiet,0
AUD5723,TRIP087,06-02-2024 12:44,1750,57,quiet,0
AUD5724,TRIP087,06-02-2024 12:44,1785,59,normal,0
AUD5725,TRIP087,06-02-2024 12:45,1820,69,conversation,0
AUD5726,TRIP087,06-02-2024 12:45,1855,45,quiet,0
AUD5727,TRIP087,06-02-2024 12:46,1890,46,quiet,0
AUD5728,TRIP087,06-02-2024 12:47,1925,76,loud,0
AUD5729,TRIP087,06-02-2024 12:47,1960,58,normal,0
AUD5730,TRIP087,06-02-2024 12:48,1995,60,normal,0
AUD5731,TRIP087,06-02-2024 12:48,2030,63,normal,0
AUD5732,TRIP087,06-02-2024 12:49,2065,57,quiet,0
AUD5733,TRIP087,06-02-2024 12:50,2100,68,conversation,0
AUD5734,TRIP087,06-02-2024 12:50,2135,62,normal,0
AUD5735,TRIP087,06-02-2024 12:51,2170,56,quiet,0
AUD5736,TRIP087,06-02-2024 12:51,2205,45,quiet,0
AUD5737,TRIP087,06-02-2024 12:52,2240,66,normal,0
AUD5738,TRIP087,06-02-2024 12:52,2275,74,conversation,0
AUD5739,TRIP087,06-02-2024 12:53,2310,68,conversation,0
AUD5740,TRIP087,06-02-2024 12:54,2345,45,quiet,0
AUD5741,TRIP087,06-02-2024 12:54,2380,68,conversation,0
AUD5742,TRIP087,06-02-2024 12:55,2415,62,normal,0
AUD5743,TRIP087,06-02-2024 12:55,2450,56,quiet,0
AUD5744,TRIP087,06-02-2024 12:56,2485,45,quiet,0
AUD5745,TRIP087,06-02-2024 12:57,2520,48,quiet,0
AUD5746,TRIP087,06-02-2024 12:57,2555,60,normal,0
AUD5747,TRIP087,06-02-2024 12:58,2580,70,loud,0
AUD5748,TRIP088,06-02-2024 13:12,0,72,loud,0
AUD5749,TRIP088,06-02-2024 13:12,46,51,quiet,0
AUD5750,TRIP088,06-02-2024 13:13,92,45,quiet,0
AUD5751,TRIP088,06-02-2024 13:14,138,45,quiet,0
AUD5752,TRIP088,06-02-2024 13:15,184,45,quiet,0
AUD5753,TRIP088,06-02-2024 13:15,230,45,quiet,0
AUD5754,TRIP088,06-02-2024 13:16,276,57,quiet,0
AUD5755,TRIP088,06-02-2024 13:17,322,45,quiet,0
AUD5756,TRIP088,06-02-2024 13:18,368,45,quiet,0
AUD5757,TRIP088,06-02-2024 13:18,414,51,quiet,0
AUD5758,TRIP088,06-02-2024 13:19,460,49,quiet,0
AUD5759,TRIP088,06-02-2024 13:20,506,49,quiet,0
AUD5760,TRIP088,06-02-2024 13:21,552,47,quiet,0
AUD5761,TRIP088,06-02-2024 13:21,598,55,quiet,0
AUD5762,TRIP088,06-02-2024 13:22,644,58,normal,0
AUD5763,TRIP088,06-02-2024 13:23,690,45,quiet,0
AUD5764,TRIP088,06-02-2024 13:24,736,68,conversation,0
AUD5765,TRIP088,06-02-2024 13:25,782,51,quiet,0
AUD5766,TRIP088,06-02-2024 13:25,828,63,normal,0
AUD5767,TRIP088,06-02-2024 13:26,874,52,quiet,0
AUD5768,TRIP088,06-02-2024 13:27,920,60,normal,0
AUD5769,TRIP088,06-02-2024 13:28,966,45,quiet,0
AUD5770,TRIP088,06-02-2024 13:28,1012,45,quiet,0
AUD5771,TRIP088,06-02-2024 13:29,1058,45,quiet,0
AUD5772,TRIP088,06-02-2024 13:30,1104,45,quiet,0
AUD5773,TRIP088,06-02-2024 13:31,1150,54,quiet,0
AUD5774,TRIP088,06-02-2024 13:31,1196,51,quiet,0
AUD5775,TRIP088,06-02-2024 13:32,1242,45,quiet,0
AUD5776,TRIP088,06-02-2024 13:33,1288,57,quiet,0
AUD5777,TRIP088,06-02-2024 13:34,1334,59,normal,0
AUD5778,TRIP088,06-02-2024 13:35,1380,45,quiet,0
AUD5779,TRIP088,06-02-2024 13:35,1426,62,normal,0
AUD5780,TRIP088,06-02-2024 13:36,1472,58,normal,0
AUD5781,TRIP088,06-02-2024 13:37,1518,45,quiet,0
AUD5782,TRIP088,06-02-2024 13:38,1564,45,quiet,0
AUD5783,TRIP088,06-02-2024 13:38,1610,45,quiet,0
AUD5784,TRIP088,06-02-2024 13:39,1656,45,quiet,0
AUD5785,TRIP088,06-02-2024 13:40,1702,67,normal,0
AUD5786,TRIP088,06-02-2024 13:41,1748,46,quiet,0
AUD5787,TRIP088,06-02-2024 13:41,1794,45,quiet,0
AUD5788,TRIP088,06-02-2024 13:42,1840,48,quiet,0
AUD5789,TRIP088,06-02-2024 13:43,1886,45,quiet,0
AUD5790,TRIP088,06-02-2024 13:44,1932,45,quiet,0
AUD5791,TRIP088,06-02-2024 13:44,1978,55,quiet,0
AUD5792,TRIP088,06-02-2024 13:45,2024,45,quiet,0
AUD5793,TRIP088,06-02-2024 13:46,2070,69,conversation,0
AUD5794,TRIP088,06-02-2024 13:47,2116,50,quiet,0
AUD5795,TRIP088,06-02-2024 13:48,2162,52,quiet,0
AUD5796,TRIP088,06-02-2024 13:48,2208,47,quiet,0
AUD5797,TRIP088,06-02-2024 13:49,2254,67,normal,0
AUD5798,TRIP088,06-02-2024 13:50,2300,45,quiet,0
AUD5799,TRIP088,06-02-2024 13:51,2346,54,quiet,0
AUD5800,TRIP088,06-02-2024 13:51,2392,55,quiet,0
AUD5801,TRIP088,06-02-2024 13:52,2438,49,quiet,0
AUD5802,TRIP088,06-02-2024 13:53,2484,57,quiet,0
AUD5803,TRIP088,06-02-2024 13:54,2530,60,normal,0
AUD5804,TRIP088,06-02-2024 13:54,2576,59,normal,0
AUD5805,TRIP088,06-02-2024 13:55,2622,50,quiet,0
AUD5806,TRIP088,06-02-2024 13:56,2668,49,quiet,0
AUD5807,TRIP088,06-02-2024 13:57,2714,53,quiet,0
AUD5808,TRIP088,06-02-2024 13:58,2760,47,quiet,0
AUD5809,TRIP088,06-02-2024 13:58,2806,45,quiet,0
AUD5810,TRIP088,06-02-2024 13:59,2852,53,quiet,0
AUD5811,TRIP088,06-02-2024 14:00,2898,66,normal,0
AUD5812,TRIP088,06-02-2024 14:01,2944,57,quiet,0
AUD5813,TRIP088,06-02-2024 14:01,2990,45,quiet,0
AUD5814,TRIP088,06-02-2024 14:02,3036,52,quiet,0
AUD5815,TRIP088,06-02-2024 14:03,3082,61,normal,0
AUD5816,TRIP088,06-02-2024 14:04,3128,50,quiet,0
AUD5817,TRIP088,06-02-2024 14:04,3174,53,quiet,0
AUD5818,TRIP088,06-02-2024 14:05,3220,87,very_loud,1
AUD5819,TRIP088,06-02-2024 14:06,3266,70,conversation,0
AUD5820,TRIP088,06-02-2024 14:07,3300,80,loud,0
AUD5821,TRIP089,06-02-2024 14:32,0,82,loud,0
AUD5822,TRIP089,06-02-2024 14:32,25,55,quiet,0
AUD5823,TRIP089,06-02-2024 14:32,50,67,normal,0
AUD5824,TRIP089,06-02-2024 14:33,75,67,normal,0
AUD5825,TRIP089,06-02-2024 14:33,100,64,normal,0
AUD5826,TRIP089,06-02-2024 14:34,125,56,quiet,0
AUD5827,TRIP089,06-02-2024 14:34,150,76,loud,0
AUD5828,TRIP089,06-02-2024 14:34,175,47,quiet,0
AUD5829,TRIP089,06-02-2024 14:35,200,59,normal,0
AUD5830,TRIP089,06-02-2024 14:35,225,46,quiet,0
AUD5831,TRIP089,06-02-2024 14:36,250,59,normal,0
AUD5832,TRIP089,06-02-2024 14:36,275,55,quiet,0
AUD5833,TRIP089,06-02-2024 14:37,300,72,conversation,0
AUD5834,TRIP089,06-02-2024 14:37,325,58,normal,0
AUD5835,TRIP089,06-02-2024 14:37,350,72,conversation,0
AUD5836,TRIP089,06-02-2024 14:38,375,56,quiet,0
AUD5837,TRIP089,06-02-2024 14:38,400,53,quiet,0
AUD5838,TRIP089,06-02-2024 14:39,425,62,normal,0
AUD5839,TRIP089,06-02-2024 14:39,450,45,quiet,0
AUD5840,TRIP089,06-02-2024 14:39,475,55,quiet,0
AUD5841,TRIP089,06-02-2024 14:40,500,60,normal,0
AUD5842,TRIP089,06-02-2024 14:40,525,81,loud,0
AUD5843,TRIP089,06-02-2024 14:41,550,64,normal,0
AUD5844,TRIP089,06-02-2024 14:41,575,45,quiet,0
AUD5845,TRIP089,06-02-2024 14:42,600,51,quiet,0
AUD5846,TRIP089,06-02-2024 14:42,625,47,quiet,0
AUD5847,TRIP089,06-02-2024 14:42,650,63,normal,0
AUD5848,TRIP089,06-02-2024 14:43,675,67,normal,0
AUD5849,TRIP089,06-02-2024 14:43,700,45,quiet,0
AUD5850,TRIP089,06-02-2024 14:44,725,70,conversation,0
AUD5851,TRIP089,06-02-2024 14:44,750,49,quiet,0
AUD5852,TRIP089,06-02-2024 14:44,775,49,quiet,0
AUD5853,TRIP089,06-02-2024 14:45,800,46,quiet,0
AUD5854,TRIP089,06-02-2024 14:45,825,52,quiet,0
AUD5855,TRIP089,06-02-2024 14:46,850,58,normal,0
AUD5856,TRIP089,06-02-2024 14:46,875,70,conversation,0
AUD5857,TRIP089,06-02-2024 14:47,900,45,quiet,0
AUD5858,TRIP089,06-02-2024 14:47,925,46,quiet,0
AUD5859,TRIP089,06-02-2024 14:47,950,67,normal,0
AUD5860,TRIP089,06-02-2024 14:48,975,55,quiet,0
AUD5861,TRIP089,06-02-2024 14:48,1000,51,quiet,0
AUD5862,TRIP089,06-02-2024 14:49,1025,60,normal,0
AUD5863,TRIP089,06-02-2024 14:49,1050,52,quiet,0
AUD5864,TRIP089,06-02-2024 14:49,1075,49,quiet,0
AUD5865,TRIP089,06-02-2024 14:50,1100,55,quiet,0
AUD5866,TRIP089,06-02-2024 14:50,1125,60,normal,0
AUD5867,TRIP089,06-02-2024 14:51,1150,47,quiet,0
AUD5868,TRIP089,06-02-2024 14:51,1175,68,conversation,0
AUD5869,TRIP089,06-02-2024 14:52,1200,56,quiet,0
AUD5870,TRIP089,06-02-2024 14:52,1225,56,quiet,0
AUD5871,TRIP089,06-02-2024 14:52,1250,52,quiet,0
AUD5872,TRIP089,06-02-2024 14:53,1275,54,quiet,0
AUD5873,TRIP089,06-02-2024 14:53,1300,50,quiet,0
AUD5874,TRIP089,06-02-2024 14:54,1325,69,conversation,0
AUD5875,TRIP089,06-02-2024 14:54,1350,59,normal,0
AUD5876,TRIP089,06-02-2024 14:54,1375,53,quiet,0
AUD5877,TRIP089,06-02-2024 14:55,1400,49,quiet,0
AUD5878,TRIP089,06-02-2024 14:55,1425,53,quiet,0
AUD5879,TRIP089,06-02-2024 14:56,1450,62,normal,0
AUD5880,TRIP089,06-02-2024 14:56,1475,54,quiet,0
AUD5881,TRIP089,06-02-2024 14:57,1500,55,quiet,0
AUD5882,TRIP089,06-02-2024 14:57,1525,59,normal,0
AUD5883,TRIP089,06-02-2024 14:57,1550,52,quiet,0
AUD5884,TRIP089,06-02-2024 14:58,1575,56,quiet,0
AUD5885,TRIP089,06-02-2024 14:58,1600,78,loud,0
AUD5886,TRIP089,06-02-2024 14:59,1625,59,normal,0
AUD5887,TRIP089,06-02-2024 14:59,1650,60,normal,0
AUD5888,TRIP089,06-02-2024 14:59,1675,50,quiet,0
AUD5889,TRIP089,06-02-2024 15:00,1700,66,normal,0
AUD5890,TRIP089,06-02-2024 15:00,1725,51,quiet,0
AUD5891,TRIP089,06-02-2024 15:01,1750,61,normal,0
AUD5892,TRIP089,06-02-2024 15:01,1775,45,quiet,0
AUD5893,TRIP089,06-02-2024 15:02,1800,50,quiet,0
AUD5894,TRIP089,06-02-2024 15:02,1825,52,quiet,0
AUD5895,TRIP089,06-02-2024 15:02,1850,54,quiet,0
AUD5896,TRIP089,06-02-2024 15:03,1875,53,quiet,0
AUD5897,TRIP089,06-02-2024 15:03,1900,70,conversation,0
AUD5898,TRIP089,06-02-2024 15:04,1925,57,quiet,0
AUD5899,TRIP089,06-02-2024 15:04,1950,70,conversation,0
AUD5900,TRIP089,06-02-2024 15:04,1975,48,quiet,0
AUD5901,TRIP089,06-02-2024 15:05,2000,45,quiet,0
AUD5902,TRIP089,06-02-2024 15:05,2025,72,conversation,0
AUD5903,TRIP089,06-02-2024 15:06,2050,48,quiet,0
AUD5904,TRIP089,06-02-2024 15:06,2075,60,normal,0
AUD5905,TRIP089,06-02-2024 15:07,2100,55,quiet,0
AUD5906,TRIP089,06-02-2024 15:07,2125,46,quiet,0
AUD5907,TRIP089,06-02-2024 15:07,2150,45,quiet,0
AUD5908,TRIP089,06-02-2024 15:08,2175,49,quiet,0
AUD5909,TRIP089,06-02-2024 15:08,2200,53,quiet,0
AUD5910,TRIP089,06-02-2024 15:09,2225,62,normal,0
AUD5911,TRIP089,06-02-2024 15:09,2250,58,normal,0
AUD5912,TRIP089,06-02-2024 15:09,2275,54,quiet,0
AUD5913,TRIP089,06-02-2024 15:10,2300,68,conversation,0
AUD5914,TRIP089,06-02-2024 15:10,2325,71,conversation,0
AUD5915,TRIP089,06-02-2024 15:11,2350,59,normal,0
AUD5916,TRIP089,06-02-2024 15:11,2375,53,quiet,0
AUD5917,TRIP089,06-02-2024 15:12,2400,84,loud,0
AUD5918,TRIP090,06-02-2024 06:04,0,77,loud,0
AUD5919,TRIP090,06-02-2024 06:04,45,60,normal,0
AUD5920,TRIP090,06-02-2024 06:05,90,61,normal,0
AUD5921,TRIP090,06-02-2024 06:06,135,50,quiet,0
AUD5922,TRIP090,06-02-2024 06:07,180,55,quiet,0
AUD5923,TRIP090,06-02-2024 06:07,225,53,quiet,0
AUD5924,TRIP090,06-02-2024 06:08,270,73,conversation,0
AUD5925,TRIP090,06-02-2024 06:09,315,48,quiet,0
AUD5926,TRIP090,06-02-2024 06:10,360,64,normal,0
AUD5927,TRIP090,06-02-2024 06:10,405,77,loud,0
AUD5928,TRIP090,06-02-2024 06:11,450,60,normal,0
AUD5929,TRIP090,06-02-2024 06:12,495,74,conversation,0
AUD5930,TRIP090,06-02-2024 06:13,540,62,normal,0
AUD5931,TRIP090,06-02-2024 06:13,585,65,normal,0
AUD5932,TRIP090,06-02-2024 06:14,630,47,quiet,0
AUD5933,TRIP090,06-02-2024 06:15,675,73,conversation,0
AUD5934,TRIP090,06-02-2024 06:16,720,57,quiet,0
AUD5935,TRIP090,06-02-2024 06:16,765,60,normal,0
AUD5936,TRIP090,06-02-2024 06:17,810,57,quiet,0
AUD5937,TRIP090,06-02-2024 06:18,855,53,quiet,0
AUD5938,TRIP090,06-02-2024 06:19,900,69,conversation,0
AUD5939,TRIP090,06-02-2024 06:19,945,57,quiet,0
AUD5940,TRIP090,06-02-2024 06:20,990,53,quiet,0
AUD5941,TRIP090,06-02-2024 06:21,1035,53,quiet,0
AUD5942,TRIP090,06-02-2024 06:22,1080,51,quiet,0
AUD5943,TRIP090,06-02-2024 06:22,1125,75,conversation,0
AUD5944,TRIP090,06-02-2024 06:23,1170,62,normal,0
AUD5945,TRIP090,06-02-2024 06:24,1215,53,quiet,0
AUD5946,TRIP090,06-02-2024 06:25,1260,52,quiet,0
AUD5947,TRIP090,06-02-2024 06:25,1305,71,conversation,0
AUD5948,TRIP090,06-02-2024 06:26,1350,63,normal,0
AUD5949,TRIP090,06-02-2024 06:27,1395,46,quiet,0
AUD5950,TRIP090,06-02-2024 06:28,1440,45,quiet,0
AUD5951,TRIP090,06-02-2024 06:28,1485,62,normal,0
AUD5952,TRIP090,06-02-2024 06:29,1530,74,conversation,0
AUD5953,TRIP090,06-02-2024 06:30,1575,53,quiet,0
AUD5954,TRIP090,06-02-2024 06:31,1620,67,normal,0
AUD5955,TRIP090,06-02-2024 06:31,1665,78,loud,0
AUD5956,TRIP090,06-02-2024 06:32,1710,47,quiet,0
AUD5957,TRIP090,06-02-2024 06:33,1755,51,quiet,0
AUD5958,TRIP090,06-02-2024 06:34,1800,57,quiet,0
AUD5959,TRIP090,06-02-2024 06:34,1845,64,normal,0
AUD5960,TRIP090,06-02-2024 06:35,1890,64,normal,0
AUD5961,TRIP090,06-02-2024 06:36,1935,59,normal,0
AUD5962,TRIP090,06-02-2024 06:37,1980,86,very_loud,4
AUD5963,TRIP090,06-02-2024 06:37,2025,57,quiet,0
AUD5964,TRIP090,06-02-2024 06:38,2070,59,normal,0
AUD5965,TRIP090,06-02-2024 06:39,2115,57,quiet,0
AUD5966,TRIP090,06-02-2024 06:40,2160,73,conversation,0
AUD5967,TRIP090,06-02-2024 06:40,2205,45,quiet,0
AUD5968,TRIP090,06-02-2024 06:41,2250,58,normal,0
AUD5969,TRIP090,06-02-2024 06:42,2295,45,quiet,0
AUD5970,TRIP090,06-02-2024 06:43,2340,64,normal,0
AUD5971,TRIP090,06-02-2024 06:43,2385,66,normal,0
AUD5972,TRIP090,06-02-2024 06:44,2430,46,quiet,0
AUD5973,TRIP090,06-02-2024 06:45,2475,45,quiet,0
AUD5974,TRIP090,06-02-2024 06:46,2520,61,normal,0
AUD5975,TRIP090,06-02-2024 06:46,2565,64,normal,0
AUD5976,TRIP090,06-02-2024 06:47,2610,46,quiet,0
AUD5977,TRIP090,06-02-2024 06:48,2655,58,normal,0
AUD5978,TRIP090,06-02-2024 06:49,2700,67,normal,0
AUD5979,TRIP090,06-02-2024 06:49,2745,65,normal,0
AUD5980,TRIP090,06-02-2024 06:50,2790,56,quiet,0
AUD5981,TRIP090,06-02-2024 06:51,2835,54,quiet,0
AUD5982,TRIP090,06-02-2024 06:52,2880,45,quiet,0
AUD5983,TRIP090,06-02-2024 06:52,2925,53,quiet,0
AUD5984,TRIP090,06-02-2024 06:53,2970,64,normal,0
AUD5985,TRIP090,06-02-2024 06:54,3015,60,normal,0
AUD5986,TRIP090,06-02-2024 06:55,3060,68,conversation,0
AUD5987,TRIP090,06-02-2024 06:55,3105,79,loud,0
AUD5988,TRIP090,06-02-2024 06:56,3150,60,normal,0
AUD5989,TRIP090,06-02-2024 06:57,3195,45,quiet,0
AUD5990,TRIP090,06-02-2024 06:58,3240,55,quiet,0
AUD5991,TRIP090,06-02-2024 06:58,3285,72,conversation,0
AUD5992,TRIP090,06-02-2024 06:59,3330,73,conversation,0
AUD5993,TRIP090,06-02-2024 07:00,3375,45,quiet,0
AUD5994,TRIP090,06-02-2024 07:01,3420,52,quiet,0
AUD5995,TRIP090,06-02-2024 07:01,3465,58,normal,0
AUD5996,TRIP090,06-02-2024 07:02,3510,70,conversation,0
AUD5997,TRIP090,06-02-2024 07:03,3555,52,quiet,0
AUD5998,TRIP090,06-02-2024 07:04,3600,73,loud,0
AUD5999,TRIP091,06-02-2024 07:35,0,70,loud,0
AUD6000,TRIP091,06-02-2024 07:35,59,59,normal,0
AUD6001,TRIP091,06-02-2024 07:36,118,49,quiet,0
AUD6002,TRIP091,06-02-2024 07:37,177,58,normal,0
AUD6003,TRIP091,06-02-2024 07:38,236,45,quiet,0
AUD6004,TRIP091,06-02-2024 07:39,295,61,normal,0
AUD6005,TRIP091,06-02-2024 07:40,354,66,normal,0
AUD6006,TRIP091,06-02-2024 07:41,413,63,normal,0
AUD6007,TRIP091,06-02-2024 07:42,472,72,conversation,0
AUD6008,TRIP091,06-02-2024 07:43,531,62,normal,0
AUD6009,TRIP091,06-02-2024 07:44,590,62,normal,0
AUD6010,TRIP091,06-02-2024 07:45,649,55,quiet,0
AUD6011,TRIP091,06-02-2024 07:46,708,65,normal,0
AUD6012,TRIP091,06-02-2024 07:47,767,55,quiet,0
AUD6013,TRIP091,06-02-2024 07:48,826,57,quiet,0
AUD6014,TRIP091,06-02-2024 07:49,885,71,conversation,0
AUD6015,TRIP091,06-02-2024 07:50,944,78,loud,0
AUD6016,TRIP091,06-02-2024 07:51,1003,57,quiet,0
AUD6017,TRIP091,06-02-2024 07:52,1062,64,normal,0
AUD6018,TRIP091,06-02-2024 07:53,1121,53,quiet,0
AUD6019,TRIP091,06-02-2024 07:54,1180,54,quiet,0
AUD6020,TRIP091,06-02-2024 07:55,1200,76,loud,0
AUD6021,TRIP092,06-02-2024 08:05,0,85,loud,0
AUD6022,TRIP092,06-02-2024 08:05,48,71,conversation,0
AUD6023,TRIP092,06-02-2024 08:06,96,47,quiet,0
AUD6024,TRIP092,06-02-2024 08:07,144,54,quiet,0
AUD6025,TRIP092,06-02-2024 08:08,192,62,normal,0
AUD6026,TRIP092,06-02-2024 08:09,240,80,loud,0
AUD6027,TRIP092,06-02-2024 08:09,288,46,quiet,0
AUD6028,TRIP092,06-02-2024 08:10,336,50,quiet,0
AUD6029,TRIP092,06-02-2024 08:11,384,56,quiet,0
AUD6030,TRIP092,06-02-2024 08:12,432,51,quiet,0
AUD6031,TRIP092,06-02-2024 08:13,480,61,normal,0
AUD6032,TRIP092,06-02-2024 08:13,528,56,quiet,0
AUD6033,TRIP092,06-02-2024 08:14,576,67,normal,0
AUD6034,TRIP092,06-02-2024 08:15,624,52,quiet,0
AUD6035,TRIP092,06-02-2024 08:16,672,63,normal,0
AUD6036,TRIP092,06-02-2024 08:17,720,54,quiet,0
AUD6037,TRIP092,06-02-2024 08:17,768,60,normal,0
