sensor_id,trip_id,timestamp,elapsed_seconds,accel_x,accel_y,accel_z,speed_kmh,gps_lat,gps_lon
ACC6486,TRIP073,06-02-2024 09:07,1512,0.154,0.392,9.446,19.3,18.46473,73.94582
ACC6487,TRIP073,06-02-2024 09:07,1554,-0.061,-0.542,9.798,25.4,18.64514,73.93904
ACC6488,TRIP073,06-02-2024 09:08,1596,0.083,0.095,9.76,23.6,18.49792,73.8011
ACC6489,TRIP073,06-02-2024 09:09,1638,0.42,0.37,9.529,26.9,18.58565,73.87267
ACC6490,TRIP073,06-02-2024 09:10,1680,-2.17,0.239,9.812,21.3,18.47557,73.86873
ACC6491,TRIP073,06-02-2024 09:10,1722,0.803,0.725,9.984,24.2,18.54372,73.88753
ACC6492,TRIP073,06-02-2024 09:11,1764,0.88,0.729,9.908,17.1,18.52267,73.8529
ACC6493,TRIP073,06-02-2024 09:12,1806,-2.515,0.31,9.141,19.3,18.66013,73.87127
ACC6494,TRIP073,06-02-2024 09:12,1848,-0.1,0.888,9.537,20.4,18.4984,73.91848
ACC6495,TRIP073,06-02-2024 09:13,1890,-3.206,0.604,9.966,19.8,18.51512,73.88295
ACC6496,TRIP073,06-02-2024 09:14,1932,-1.216,-0.548,9.656,14.3,18.53022,73.84648
ACC6497,TRIP073,06-02-2024 09:14,1974,0.011,0.587,9.747,16.3,18.54161,73.77695
ACC6498,TRIP073,06-02-2024 09:15,2016,0.469,0.297,9.583,14.5,18.5064,73.86558
ACC6499,TRIP073,06-02-2024 09:16,2058,-0.259,0.299,9.747,19.9,18.5026,73.90673
ACC6500,TRIP073,06-02-2024 09:17,2100,0.131,-0.051,9.793,26.9,18.47367,73.84106
ACC6501,TRIP073,06-02-2024 09:17,2142,-0.128,0.192,9.298,21.8,18.60987,73.82836
ACC6502,TRIP073,06-02-2024 09:18,2184,0.275,0.242,9.651,17.6,18.49654,73.81956
ACC6503,TRIP073,06-02-2024 09:19,2226,-0.607,0.193,9.687,13.8,18.57179,73.85601
ACC6504,TRIP073,06-02-2024 09:19,2268,-2.513,0.139,9.294,10.4,18.559,73.7752
ACC6505,TRIP073,06-02-2024 09:20,2310,0.147,0.521,9.596,6.8,18.46371,73.87614
ACC6506,TRIP073,06-02-2024 09:21,2352,0.107,1.288,9.51,6,18.48241,73.86025
ACC6507,TRIP073,06-02-2024 09:21,2394,-0.041,0.831,9.931,4.9,18.58079,73.85195
ACC6508,TRIP074,06-02-2024 09:57,0,-0.354,0.576,9.525,6.4,18.52704,73.83582
ACC6509,TRIP074,06-02-2024 09:57,24,1.452,0.204,9.599,12.9,18.54959,73.8069
ACC6510,TRIP074,06-02-2024 09:57,48,-0.685,0.187,9.763,17.9,18.47064,73.81969
ACC6511,TRIP074,06-02-2024 09:58,72,1.15,0.237,9.588,21.3,18.52738,73.86586
ACC6512,TRIP074,06-02-2024 09:58,96,0.342,-0.173,9.669,22.6,18.61586,73.79629
ACC6513,TRIP074,06-02-2024 09:59,120,0.18,0.208,10.04,25.2,18.50782,73.8254
ACC6514,TRIP074,06-02-2024 09:59,144,0.587,-0.075,9.99,30.2,18.54677,73.85917
ACC6515,TRIP074,06-02-2024 09:59,168,-0.082,0.429,10.184,31.6,18.47712,73.96235
ACC6516,TRIP074,06-02-2024 10:00,192,0.468,0.067,10.031,22.9,18.58431,73.78459
ACC6517,TRIP074,06-02-2024 10:00,216,-0.252,0.149,9.557,13.8,18.47639,73.81325
ACC6518,TRIP074,06-02-2024 10:01,240,0.541,-0.054,9.167,17.8,18.56055,73.84514
ACC6519,TRIP074,06-02-2024 10:01,264,-3.908,-0.349,9.636,15.8,18.57734,73.88827
ACC6520,TRIP074,06-02-2024 10:01,288,0.958,-0.263,10.016,25.3,18.59508,73.81763
ACC6521,TRIP074,06-02-2024 10:02,312,1.269,0.424,9.774,26.2,18.45,73.7935
ACC6522,TRIP074,06-02-2024 10:02,336,-2.245,0.075,9.948,25.5,18.54643,73.78209
ACC6523,TRIP074,06-02-2024 10:03,360,-2.503,0.179,9.569,13.7,18.58032,73.8879
ACC6524,TRIP074,06-02-2024 10:03,384,0.94,-0.145,9.782,17.2,18.59113,73.89748
ACC6525,TRIP074,06-02-2024 10:03,408,-4.296,1.508,9.448,19.4,18.46728,73.80854
ACC6526,TRIP074,06-02-2024 10:04,432,-4.362,-0.437,9.6,23.1,18.57533,73.82329
ACC6527,TRIP074,06-02-2024 10:04,456,-2.85,0.7,9.748,15.1,18.58065,73.84796
ACC6528,TRIP074,06-02-2024 10:05,480,0.37,3.21,9.695,19.6,18.54457,73.77024
ACC6529,TRIP074,06-02-2024 10:05,504,-3.117,0.588,9.933,12.5,18.59971,73.82634
ACC6530,TRIP074,06-02-2024 10:05,528,-0.453,0.062,9.528,21.6,18.59382,73.86593
ACC6531,TRIP074,06-02-2024 10:06,552,0.037,-0.815,9.548,26.7,18.54898,73.84347
ACC6532,TRIP074,06-02-2024 10:06,576,0.118,-0.257,9.848,28.4,18.57872,73.7635
ACC6533,TRIP074,06-02-2024 10:07,600,0.758,0.398,9.656,20.1,18.5347,73.78924
ACC6534,TRIP074,06-02-2024 10:07,624,0.536,0.402,9.687,21.4,18.46128,73.90164
ACC6535,TRIP074,06-02-2024 10:07,648,0.992,-0.231,9.724,27.8,18.53063,74.00964
ACC6536,TRIP074,06-02-2024 10:08,672,-0.053,0.099,9.628,29.5,18.45242,73.8808
ACC6537,TRIP074,06-02-2024 10:08,696,-0.604,1.001,9.628,10.3,18.48841,73.75985
ACC6538,TRIP074,06-02-2024 10:09,720,3.361,-0.364,10.055,17.1,18.4918,73.82017
ACC6539,TRIP074,06-02-2024 10:09,744,1.192,0.279,9.848,27.3,18.63819,73.87747
ACC6540,TRIP074,06-02-2024 10:09,768,-0.179,0.182,9.914,31.7,18.55573,73.81696
ACC6541,TRIP074,06-02-2024 10:10,792,-0.125,0.166,9.662,21.2,18.56177,73.8129
ACC6542,TRIP074,06-02-2024 10:10,816,0.057,1.061,9.802,10.1,18.55271,73.85975
ACC6543,TRIP074,06-02-2024 10:11,840,0.928,0.277,9.724,26.2,18.55775,73.87651
ACC6544,TRIP074,06-02-2024 10:11,864,0.06,-0.298,9.834,24,18.55247,73.89537
ACC6545,TRIP074,06-02-2024 10:11,888,0.042,-0.313,9.65,18.1,18.49651,73.86365
ACC6546,TRIP074,06-02-2024 10:12,912,1.125,-0.459,9.605,28.2,18.48786,73.84854
ACC6547,TRIP074,06-02-2024 10:12,936,3.902,0.214,9.491,11.4,18.53799,73.78628
ACC6548,TRIP074,06-02-2024 10:13,960,0.835,-0.097,10.036,28.2,18.54787,73.90246
ACC6549,TRIP074,06-02-2024 10:13,984,0.188,0.447,9.54,17.2,18.56267,73.88411
ACC6550,TRIP074,06-02-2024 10:13,1008,0.438,0.13,9.871,23.9,18.54756,73.93302
ACC6551,TRIP074,06-02-2024 10:14,1032,-4.356,-0.115,9.516,21,18.58338,73.84375
ACC6552,TRIP074,06-02-2024 10:14,1056,0.399,0.294,9.817,21.7,18.52352,73.93727
ACC6553,TRIP074,06-02-2024 10:15,1080,0.055,0.166,9.716,22,18.51166,73.89084
ACC6554,TRIP074,06-02-2024 10:15,1104,0.083,0.506,9.736,31.7,18.50321,73.92531
ACC6555,TRIP074,06-02-2024 10:15,1128,1.267,0.771,9.738,31.7,18.51348,73.75932
ACC6556,TRIP074,06-02-2024 10:16,1152,0.303,0.585,9.872,25.4,18.65173,73.89018
ACC6557,TRIP074,06-02-2024 10:16,1176,-5.588,-0.671,9.853,15.6,18.50288,73.85605
ACC6558,TRIP074,06-02-2024 10:17,1200,-0.587,-0.228,9.793,27.4,18.5645,73.84651
ACC6559,TRIP074,06-02-2024 10:17,1224,0.525,0.691,9.804,31.7,18.49807,73.93006
ACC6560,TRIP074,06-02-2024 10:17,1248,-0.172,-0.644,9.728,25.1,18.49064,73.82496
ACC6561,TRIP074,06-02-2024 10:18,1272,1.061,-0.535,9.57,21.7,18.56441,73.86517
ACC6562,TRIP074,06-02-2024 10:18,1296,0.292,0.514,9.924,21.6,18.56539,73.94181
ACC6563,TRIP074,06-02-2024 10:19,1320,0.633,1.139,9.333,17.9,18.48513,73.88736
ACC6564,TRIP074,06-02-2024 10:19,1344,0.723,0.113,9.809,31.7,18.54695,73.90416
ACC6565,TRIP074,06-02-2024 10:19,1368,0.67,0.287,10.107,31.7,18.53294,73.83647
ACC6566,TRIP074,06-02-2024 10:20,1392,0.762,0.592,9.596,22.2,18.49296,73.80982
ACC6567,TRIP074,06-02-2024 10:20,1416,0.269,0.796,10.126,18.2,18.44758,73.8058
ACC6568,TRIP074,06-02-2024 10:21,1440,0.524,-4.697,9.448,14.5,18.62641,73.78441
ACC6569,TRIP074,06-02-2024 10:21,1464,0.311,0.043,9.705,12.6,18.53162,73.92209
ACC6570,TRIP074,06-02-2024 10:21,1488,1.298,0.357,9.678,4.6,18.55727,73.85108
ACC6571,TRIP074,06-02-2024 10:22,1512,1.3,-0.392,9.661,0,18.56377,73.87053
ACC6572,TRIP074,06-02-2024 10:22,1536,-0.121,0.218,9.757,0,18.50442,73.88371
ACC6573,TRIP074,06-02-2024 10:23,1560,0.904,0.018,9.9,0,18.38388,73.94804
ACC6574,TRIP075,06-02-2024 10:56,0,0.582,-3.482,9.642,2,18.47594,73.79888
ACC6575,TRIP075,06-02-2024 10:56,16,0.988,-0.118,9.576,2.2,18.45434,73.79223
ACC6576,TRIP075,06-02-2024 10:56,32,-0.642,0.384,9.647,6.9,18.57861,73.85481
ACC6577,TRIP075,06-02-2024 10:56,48,1.33,0.739,9.566,13.7,18.51421,73.86538
ACC6578,TRIP075,06-02-2024 10:57,64,0.437,-0.829,10.009,19.5,18.47971,73.86294
ACC6579,TRIP075,06-02-2024 10:57,80,0.69,0.228,9.889,25.1,18.5143,73.94609
ACC6580,TRIP075,06-02-2024 10:57,96,0.545,-0.198,10.131,25.5,18.45798,73.91143
ACC6581,TRIP075,06-02-2024 10:57,112,0.81,0.612,10.105,25.5,18.52351,73.75572
ACC6582,TRIP075,06-02-2024 10:58,128,2.891,0.128,9.596,25.5,18.545,73.85144
ACC6583,TRIP075,06-02-2024 10:58,144,-0.028,0.293,9.974,25.5,18.52375,73.88156
ACC6584,TRIP075,06-02-2024 10:58,160,-0.656,0.392,9.399,25.5,18.45629,73.84943
ACC6585,TRIP075,06-02-2024 10:58,176,-0.461,0.352,9.695,25.5,18.4852,73.8545
ACC6586,TRIP075,06-02-2024 10:59,192,-0.388,-0.065,9.899,25.5,18.5143,73.8559
ACC6587,TRIP075,06-02-2024 10:59,208,0.386,0.218,9.697,25.5,18.54711,73.81692
ACC6588,TRIP075,06-02-2024 10:59,224,-0.648,-0.416,9.246,12.7,18.5004,73.9112
ACC6589,TRIP075,06-02-2024 11:00,240,0.552,0.712,9.13,19.5,18.53803,73.89947
ACC6590,TRIP075,06-02-2024 11:00,256,0.056,-0.172,9.442,10,18.52454,73.97407
ACC6591,TRIP075,06-02-2024 11:00,272,0.956,0.482,9.412,16.3,18.5256,73.87836
ACC6592,TRIP075,06-02-2024 11:00,288,1.452,0.564,9.831,20.8,18.59038,73.82759
ACC6593,TRIP075,06-02-2024 11:01,304,0.036,-0.349,9.503,11.1,18.49522,73.8913
ACC6594,TRIP075,06-02-2024 11:01,320,0.619,-0.306,9.524,20.7,18.55145,73.95516
ACC6595,TRIP075,06-02-2024 11:01,336,0.561,-0.013,9.657,20.1,18.52774,73.89117
ACC6596,TRIP075,06-02-2024 11:01,352,1.06,0.213,9.721,25.5,18.5483,73.83869
ACC6597,TRIP075,06-02-2024 11:02,368,1.023,-0.474,9.329,20.9,18.55695,73.87385
ACC6598,TRIP075,06-02-2024 11:02,384,-3.031,0.963,9.526,13,18.51737,73.91981
ACC6599,TRIP075,06-02-2024 11:02,400,0.225,-0.036,9.394,20.6,18.55519,73.85529
ACC6600,TRIP075,06-02-2024 11:02,416,-5.077,-0.506,9.416,19.7,18.52336,73.94484
ACC6601,TRIP075,06-02-2024 11:03,432,-0.058,0.221,9.421,17.7,18.48787,73.87137
ACC6602,TRIP075,06-02-2024 11:03,448,0.315,0.451,9.847,18.2,18.55898,73.84802
ACC6603,TRIP075,06-02-2024 11:03,464,0.608,0.785,9.871,15.9,18.54705,73.87152
ACC6604,TRIP075,06-02-2024 11:04,480,0.581,0.306,9.464,24.5,18.45504,73.86505
ACC6605,TRIP075,06-02-2024 11:04,496,3.658,0.433,9.699,16.3,18.50531,73.9236
ACC6606,TRIP075,06-02-2024 11:04,512,1.55,0.543,9.644,12.8,18.49296,73.87684
ACC6607,TRIP075,06-02-2024 11:04,528,-5.727,-0.235,9.843,15.1,18.51294,73.82638
ACC6608,TRIP075,06-02-2024 11:05,544,4.022,0.561,9.735,20.7,18.54461,73.8089
ACC6609,TRIP075,06-02-2024 11:05,560,-3.151,0.636,9.667,25.5,18.50396,73.84231
ACC6610,TRIP075,06-02-2024 11:05,576,-0.28,0.067,9.617,20.7,18.50203,73.89914
ACC6611,TRIP075,06-02-2024 11:05,592,0.294,0.225,9.639,22.6,18.4748,73.90959
ACC6612,TRIP075,06-02-2024 11:06,608,-0.115,0.648,9.46,25.3,18.51985,73.84813
ACC6613,TRIP075,06-02-2024 11:06,624,0.476,0.511,9.409,15.6,18.57419,73.84131
ACC6614,TRIP075,06-02-2024 11:06,640,4.986,1,9.999,16.4,18.49979,73.85431
ACC6615,TRIP075,06-02-2024 11:06,656,-0.706,-0.032,9.615,13.7,18.55899,73.85611
ACC6616,TRIP075,06-02-2024 11:07,672,0.005,0.836,9.826,14.1,18.61525,73.82953
ACC6617,TRIP075,06-02-2024 11:07,688,-2.393,0.613,9.866,23.3,18.48372,73.84553
ACC6618,TRIP075,06-02-2024 11:07,704,0.945,-0.073,9.444,15.8,18.51598,73.88322
ACC6619,TRIP075,06-02-2024 11:08,720,-2.791,0.434,9.848,25.2,18.65211,73.9029
ACC6620,TRIP075,06-02-2024 11:08,736,0.121,0.324,9.931,20.6,18.58994,73.84167
ACC6621,TRIP075,06-02-2024 11:08,752,0.713,-0.011,9.792,18,18.57096,73.87296
ACC6622,TRIP075,06-02-2024 11:08,768,0.565,0.192,9.788,19.1,18.51277,73.77492
ACC6623,TRIP075,06-02-2024 11:09,784,-3.19,0.846,9.652,25.5,18.57558,73.86579
ACC6624,TRIP075,06-02-2024 11:09,800,0.291,0.074,9.68,13,18.5133,73.71749
ACC6625,TRIP075,06-02-2024 11:09,816,0.475,-0.113,9.646,17.6,18.57841,73.9165
ACC6626,TRIP075,06-02-2024 11:09,832,0.382,0.342,10.06,20.7,18.54096,73.91757
ACC6627,TRIP075,06-02-2024 11:10,848,-0.112,0.384,9.734,19.4,18.55526,73.77345
ACC6628,TRIP075,06-02-2024 11:10,864,-0.127,-0.11,9.669,16.4,18.61208,73.88681
ACC6629,TRIP075,06-02-2024 11:10,880,-0.644,-0.033,9.634,15.1,18.65551,73.78167
ACC6630,TRIP075,06-02-2024 11:10,896,-4.145,0.1,9.312,19.4,18.56402,73.88869
ACC6631,TRIP075,06-02-2024 11:11,912,-0.828,0.106,10.201,25.4,18.45601,73.86909
ACC6632,TRIP075,06-02-2024 11:11,928,0.141,1,9.892,13.8,18.49058,73.86488
ACC6633,TRIP075,06-02-2024 11:11,944,0.588,-0.11,9.627,17.8,18.51061,73.90019
ACC6634,TRIP075,06-02-2024 11:12,960,-0.021,0.653,9.913,20.7,18.51624,73.95327
ACC6635,TRIP075,06-02-2024 11:12,976,-3.32,0.678,10.045,25.5,18.51201,73.95083
ACC6636,TRIP075,06-02-2024 11:12,992,-3.332,1.133,9.498,23.4,18.51887,73.77343
ACC6637,TRIP075,06-02-2024 11:12,1008,-0.051,-0.108,9.628,24.3,18.52352,73.91379
ACC6638,TRIP075,06-02-2024 11:13,1024,0.244,-0.039,9.674,25.1,18.52833,73.81845
ACC6639,TRIP075,06-02-2024 11:13,1040,0.477,-0.015,9.841,25.5,18.49433,73.88709
ACC6640,TRIP075,06-02-2024 11:13,1056,1.029,-0.892,9.864,19.8,18.47154,73.7799
ACC6641,TRIP075,06-02-2024 11:13,1072,1.354,0.588,10.027,16.3,18.53555,73.78725
ACC6642,TRIP075,06-02-2024 11:14,1088,0.312,-0.35,9.529,11.1,18.59398,73.86685
ACC6643,TRIP075,06-02-2024 11:14,1104,-0.693,0.248,9.574,12.2,18.52031,73.86299
ACC6644,TRIP075,06-02-2024 11:14,1120,1.032,0.348,9.521,25.3,18.56883,73.93174
ACC6645,TRIP075,06-02-2024 11:14,1136,1.317,-0.112,9.834,12.6,18.45133,73.89208
ACC6646,TRIP075,06-02-2024 11:15,1152,0.668,-0.048,9.204,17.5,18.54832,73.93443
ACC6647,TRIP075,06-02-2024 11:15,1168,1.284,4.25,9.585,21.2,18.46084,73.91026
ACC6648,TRIP075,06-02-2024 11:15,1184,0.619,-2.648,9.57,25.3,18.49516,73.8823
ACC6649,TRIP075,06-02-2024 11:16,1200,-5.14,0.313,9.827,20.7,18.57256,73.88109
ACC6650,TRIP075,06-02-2024 11:16,1216,0.75,0.259,9.631,21.4,18.52716,73.89167
ACC6651,TRIP075,06-02-2024 11:16,1232,0.486,-2.698,9.479,21.8,18.5388,73.87031
ACC6652,TRIP075,06-02-2024 11:16,1248,0.807,0.291,9.461,18.6,18.50653,73.79969
ACC6653,TRIP075,06-02-2024 11:17,1264,-0.312,0.058,9.759,22.9,18.50082,73.81835
ACC6654,TRIP075,06-02-2024 11:17,1280,-0.246,0.149,9.591,15.3,18.51773,73.83603
ACC6655,TRIP075,06-02-2024 11:17,1296,0.617,0.737,9.83,20.5,18.42369,73.79241
ACC6656,TRIP075,06-02-2024 11:17,1312,-0.565,-0.046,12.828,16.6,18.50207,73.8304
ACC6657,TRIP075,06-02-2024 11:18,1328,0.38,0.245,9.869,25.5,18.51434,73.92095
ACC6658,TRIP075,06-02-2024 11:18,1344,1.01,-0.294,9.639,16.9,18.55084,73.82662
ACC6659,TRIP075,06-02-2024 11:18,1360,0.676,0.117,9.622,10.7,18.5183,73.84311
ACC6660,TRIP075,06-02-2024 11:18,1376,-0.25,0.55,9.555,10,18.46848,73.82564
ACC6661,TRIP075,06-02-2024 11:19,1392,4.157,0.115,9.478,14.6,18.55028,73.88402
ACC6662,TRIP075,06-02-2024 11:19,1408,1.155,0.16,9.754,14.8,18.48616,73.96423
ACC6663,TRIP075,06-02-2024 11:19,1424,0.42,0.035,9.93,19,18.54148,73.79627
ACC6664,TRIP075,06-02-2024 11:20,1440,-6.608,0.019,9.503,18.3,18.57079,73.87144
ACC6665,TRIP075,06-02-2024 11:20,1456,0.616,-2.732,9.62,15.8,18.56823,73.82546
ACC6666,TRIP075,06-02-2024 11:20,1472,1.107,0.319,10.142,21.3,18.44813,73.82757
ACC6667,TRIP075,06-02-2024 11:20,1488,0.735,0.533,9.727,15.7,18.62993,73.82862
ACC6668,TRIP075,06-02-2024 11:21,1504,0.129,-0.27,9.295,18.8,18.49611,73.8578
ACC6669,TRIP075,06-02-2024 11:21,1520,-0.314,-0.134,9.696,21.3,18.47068,73.90084
ACC6670,TRIP075,06-02-2024 11:21,1536,-5.642,0.223,9.894,16.8,18.59274,73.84696
ACC6671,TRIP075,06-02-2024 11:21,1552,-0.177,-0.737,9.578,15,18.46669,73.95621
ACC6672,TRIP075,06-02-2024 11:22,1568,-0.07,5.218,9.884,7.7,18.47501,73.88343
ACC6673,TRIP075,06-02-2024 11:22,1584,3.062,0.17,9.617,15.7,18.46975,73.83471
ACC6674,TRIP075,06-02-2024 11:22,1600,0.429,0.675,9.419,19.6,18.49591,73.97001
ACC6675,TRIP075,06-02-2024 11:22,1616,0.063,-4.167,9.739,18.6,18.61091,73.9173
ACC6676,TRIP075,06-02-2024 11:23,1632,1.466,0.393,9.48,18.4,18.52471,73.84447
ACC6677,TRIP075,06-02-2024 11:23,1648,-0.727,0.841,9.822,20.7,18.5657,73.89386
ACC6678,TRIP075,06-02-2024 11:23,1664,1.434,0.957,9.644,25.5,18.51183,73.92077
ACC6679,TRIP075,06-02-2024 11:24,1680,-0.365,0.026,9.688,8.1,18.59972,73.8395
ACC6680,TRIP075,06-02-2024 11:24,1696,0.167,-0.042,9.811,12.5,18.6079,73.92662
ACC6681,TRIP075,06-02-2024 11:24,1712,-4.732,0.37,9.546,16.2,18.46808,73.92693
ACC6682,TRIP075,06-02-2024 11:24,1728,0.724,0.283,9.951,17.1,18.59948,73.93436
ACC6683,TRIP075,06-02-2024 11:25,1744,-6.152,0.439,9.52,20.6,18.44723,73.89616
ACC6684,TRIP075,06-02-2024 11:25,1760,0.776,-0.309,9.551,19.6,18.46642,73.91431
ACC6685,TRIP075,06-02-2024 11:25,1776,0.003,0.636,9.631,16.1,18.48445,73.8556
ACC6686,TRIP075,06-02-2024 11:25,1792,0.729,0.117,9.846,14.5,18.43977,73.85986
ACC6687,TRIP075,06-02-2024 11:26,1808,0.608,0.422,9.832,11.3,18.45561,73.8837
ACC6688,TRIP075,06-02-2024 11:26,1824,0.29,0.234,9.322,21.2,18.53195,73.81273
ACC6689,TRIP075,06-02-2024 11:26,1840,0.103,0.292,9.798,21.8,18.47048,73.85432
ACC6690,TRIP075,06-02-2024 11:26,1856,1.237,0.534,9.755,25.5,18.52956,73.85255
ACC6691,TRIP075,06-02-2024 11:27,1872,-0.468,0.582,9.163,18.7,18.58164,73.99017
ACC6692,TRIP075,06-02-2024 11:27,1888,0.088,0.248,9.812,17.9,18.47883,73.90191
ACC6693,TRIP075,06-02-2024 11:27,1904,-0.205,-0.45,10.194,14.9,18.5661,73.86838
ACC6694,TRIP075,06-02-2024 11:28,1920,-0.231,0.28,9.749,9.4,18.53306,73.85365
ACC6695,TRIP075,06-02-2024 11:28,1936,0.077,-0.483,12.327,1.9,18.59394,73.87284
ACC6696,TRIP075,06-02-2024 11:28,1952,-0.377,-0.023,12.385,1.9,18.51318,73.70423
ACC6697,TRIP075,06-02-2024 11:28,1968,0.782,0.346,9.889,0,18.6293,73.8325
ACC6698,TRIP075,06-02-2024 11:29,1984,0.206,0.275,9.652,0,18.50497,73.85297
ACC6699,TRIP075,06-02-2024 11:29,2000,0.881,-0.209,9.602,0,18.56753,73.84788
ACC6700,TRIP075,06-02-2024 11:29,2016,0.568,-0.099,9.695,0,18.48982,73.87266
ACC6701,TRIP075,06-02-2024 11:29,2032,0.992,0.232,9.695,0,18.57686,73.91921
ACC6702,TRIP075,06-02-2024 11:30,2048,0.492,0.435,10.144,0,18.53948,73.86772
ACC6703,TRIP075,06-02-2024 11:30,2064,4.58,-0.153,9.887,0,18.5869,73.91597
ACC6704,TRIP075,06-02-2024 11:30,2080,0.637,0.04,9.475,0,18.54326,73.92199
ACC6705,TRIP075,06-02-2024 11:30,2096,0.495,0.315,9.814,0,18.49228,73.91105
ACC6706,TRIP076,06-02-2024 12:04,0,-0.865,0.686,9.676,0.7,18.49812,73.80443
ACC6707,TRIP076,06-02-2024 12:04,17,-0.221,0.682,9.838,7.3,18.41832,73.79
ACC6708,TRIP076,06-02-2024 12:04,34,0.385,0.576,9.117,8.3,18.5621,73.83939
ACC6709,TRIP076,06-02-2024 12:04,51,-0.567,0.623,9.603,8.7,18.59366,73.92223
ACC6710,TRIP076,06-02-2024 12:05,68,0.109,-0.021,10.094,13.8,18.57315,73.88061
ACC6711,TRIP076,06-02-2024 12:05,85,0.248,0.673,9.706,17.1,18.48027,73.87262
ACC6712,TRIP076,06-02-2024 12:05,102,0.756,1.218,9.804,17.4,18.485,73.89094
ACC6713,TRIP076,06-02-2024 12:05,119,1.228,0.712,9.703,24.2,18.46998,73.93722
ACC6714,TRIP076,06-02-2024 12:06,136,1.152,0.617,9.907,26.9,18.57361,73.79066
ACC6715,TRIP076,06-02-2024 12:06,153,-0.734,0.164,9.616,26.9,18.47996,73.81746
ACC6716,TRIP076,06-02-2024 12:06,170,1.105,0.201,10.165,26.9,18.55522,73.87429
ACC6717,TRIP076,06-02-2024 12:07,187,1.187,-0.156,9.285,26.9,18.50851,73.9105
ACC6718,TRIP076,06-02-2024 12:07,204,0.714,0.361,9.765,26.9,18.52031,73.86009
ACC6719,TRIP076,06-02-2024 12:07,221,0.339,-0.341,9.618,26.9,18.49348,73.84178
ACC6720,TRIP076,06-02-2024 12:07,238,0.236,0.542,9.874,26.9,18.45007,73.73749
ACC6721,TRIP076,06-02-2024 12:08,255,0.198,0.26,9.869,26.9,18.4917,73.85763
ACC6722,TRIP076,06-02-2024 12:08,272,-0.486,0.583,9.785,26.9,18.46012,73.77723
ACC6723,TRIP076,06-02-2024 12:08,289,0.639,0.544,9.757,15.1,18.56482,73.83512
ACC6724,TRIP076,06-02-2024 12:09,306,1.591,-0.225,9.649,25.8,18.47396,73.87784
ACC6725,TRIP076,06-02-2024 12:09,323,-0.068,0.621,9.745,11.1,18.45766,73.86173
ACC6726,TRIP076,06-02-2024 12:09,340,0.003,0.005,9.816,26.9,18.55833,73.76863
ACC6727,TRIP076,06-02-2024 12:09,357,0.589,-0.192,9.587,7.1,18.5538,73.79722
ACC6728,TRIP076,06-02-2024 12:10,374,0.22,0.367,9.696,22.9,18.48705,73.7381
ACC6729,TRIP076,06-02-2024 12:10,391,0.638,-0.082,9.677,21.1,18.58565,73.79454
ACC6730,TRIP076,06-02-2024 12:10,408,-0.379,0.294,9.908,18.5,18.55566,73.94053
ACC6731,TRIP076,06-02-2024 12:11,425,-0.005,0.185,9.591,20.8,18.56483,73.9041
ACC6732,TRIP076,06-02-2024 12:11,442,1.207,0.151,9.705,26.9,18.48624,73.85062
ACC6733,TRIP076,06-02-2024 12:11,459,-0.691,-0.152,9.528,14.7,18.55394,73.85873
ACC6734,TRIP076,06-02-2024 12:11,476,0.491,0.272,9.642,25.6,18.50228,73.90528
ACC6735,TRIP076,06-02-2024 12:12,493,0.254,1.003,9.837,13.8,18.47198,73.93968
ACC6736,TRIP076,06-02-2024 12:12,510,0.235,-0.112,9.637,20.6,18.48869,73.8296
ACC6737,TRIP076,06-02-2024 12:12,527,-4.894,-0.174,9.701,23.4,18.54748,73.87076
ACC6738,TRIP076,06-02-2024 12:13,544,0.868,-0.028,9.861,9.5,18.52059,73.8277
ACC6739,TRIP076,06-02-2024 12:13,561,-0.103,0.957,9.607,26.9,18.64236,73.87822
ACC6740,TRIP076,06-02-2024 12:13,578,0.384,0.161,9.115,26.9,18.54345,73.8546
ACC6741,TRIP076,06-02-2024 12:13,595,0.423,-0.177,9.773,23.3,18.56136,73.8463
ACC6742,TRIP076,06-02-2024 12:14,612,0.073,-0.154,11.932,17.6,18.46566,73.8999
ACC6743,TRIP076,06-02-2024 12:14,629,0.861,0.112,9.586,19.4,18.46806,73.81693
ACC6744,TRIP076,06-02-2024 12:14,646,0.335,-0.21,9.144,21.7,18.56855,73.90892
ACC6745,TRIP076,06-02-2024 12:15,663,1.016,0.426,9.812,15,18.51817,73.95238
ACC6746,TRIP076,06-02-2024 12:15,680,0.371,0.277,9.261,26.9,18.56221,73.87818
ACC6747,TRIP076,06-02-2024 12:15,697,0.44,0.786,9.772,16.9,18.56562,73.81511
ACC6748,TRIP076,06-02-2024 12:15,714,-0.026,0.543,9.931,17.9,18.50856,73.88457
ACC6749,TRIP076,06-02-2024 12:16,731,1.33,-0.292,9.824,26.9,18.49521,73.79596
ACC6750,TRIP076,06-02-2024 12:16,748,-2.328,-0.273,9.519,16.8,18.44322,73.99849
ACC6751,TRIP076,06-02-2024 12:16,765,-0.398,0.433,9.699,17.5,18.54507,73.82792
ACC6752,TRIP076,06-02-2024 12:17,782,1.279,0.249,9.823,18.6,18.53333,73.82313
ACC6753,TRIP076,06-02-2024 12:17,799,0.153,-0.078,9.908,15.8,18.41117,73.948
