flag_id,trip_id,driver_id,timestamp,elapsed_seconds,flag_type,severity,motion_score,audio_score,combined_score,explanation,context
FLAG0327,TRIP054,DRV016,06-02-2024 19:02,2173,harsh_accel,low,0.598,0,0.269,harsh accel detected. Combined score 0.269.,Motion: harsh_accel | Audio: normal
FLAG0328,TRIP054,DRV016,06-02-2024 19:08,2542,swerve,low,0.737,0,0.332,swerve detected. Combined score 0.332.,Motion: swerve | Audio: normal
FLAG0329,TRIP055,DRV017,06-02-2024 17:26,272,moderate_brake,low,0.312,0,0.14,moderate brake detected. Combined score 0.14.,Motion: moderate_brake | Audio: normal
FLAG0330,TRIP055,DRV017,06-02-2024 17:48,1598,harsh_braking,low,0.755,0,0.34,harsh braking detected. Combined score 0.34.,Motion: harsh_braking | Audio: normal
FLAG0331,TRIP055,DRV017,06-02-2024 18:01,2380,moderate_brake,low,0.298,0,0.134,moderate brake detected. Combined score 0.134.,Motion: moderate_brake | Audio: normal
FLAG0332,TRIP055,DRV017,06-02-2024 18:06,2652,harsh_braking,low,0.488,0,0.22,harsh braking detected. Combined score 0.22.,Motion: harsh_braking | Audio: normal
FLAG0333,TRIP055,DRV017,06-02-2024 18:10,2924,swerve,low,0.256,0,0.115,swerve detected. Combined score 0.115.,Motion: swerve | Audio: normal
FLAG0334,TRIP055,DRV017,06-02-2024 18:14,3120,swerve,low,0.517,0,0.233,swerve detected. Combined score 0.233.,Motion: swerve | Audio: normal
FLAG0335,TRIP056,DRV017,06-02-2024 18:47,280,harsh_braking,low,0.357,0,0.161,harsh braking detected. Combined score 0.161.,Motion: harsh_braking | Audio: normal
FLAG0336,TRIP056,DRV017,06-02-2024 18:57,840,conflict_moment,high,0.495,0.95,0.894,"harsh accel detected. elevated cabin audio (74 dB, 40s sustained). Combined score 0.894.",Motion: conflict_moment | Audio: conflict
FLAG0337,TRIP056,DRV017,06-02-2024 19:02,1160,moderate_brake,low,0.261,0,0.117,moderate brake detected. Combined score 0.117.,Motion: moderate_brake | Audio: normal
FLAG0338,TRIP056,DRV017,06-02-2024 19:05,1360,moderate_brake,low,0.217,0,0.098,moderate brake detected. Combined score 0.098.,Motion: moderate_brake | Audio: normal
FLAG0339,TRIP056,DRV017,06-02-2024 19:10,1640,harsh_braking,low,0.797,0,0.359,harsh braking detected. Combined score 0.359.,Motion: harsh_braking | Audio: normal
FLAG0340,TRIP056,DRV017,06-02-2024 19:17,2040,moderate_brake,low,0.258,0,0.116,moderate brake detected. Combined score 0.116.,Motion: moderate_brake | Audio: normal
FLAG0341,TRIP057,DRV017,06-02-2024 19:45,264,harsh_braking,low,0.557,0,0.251,harsh braking detected. Combined score 0.251.,Motion: harsh_braking | Audio: normal
FLAG0342,TRIP057,DRV017,06-02-2024 19:52,660,harsh_accel,low,0.597,0,0.269,harsh accel detected. Combined score 0.269.,Motion: harsh_accel | Audio: normal
FLAG0343,TRIP057,DRV017,06-02-2024 20:03,1320,harsh_accel,low,0.382,0,0.172,moderate brake detected. Combined score 0.172.,Motion: harsh_accel | Audio: normal
FLAG0344,TRIP057,DRV017,06-02-2024 20:17,2178,harsh_braking,medium,0.856,0,0.385,harsh braking detected. Combined score 0.385.,Motion: harsh_braking | Audio: normal
FLAG0345,TRIP058,DRV017,06-02-2024 21:04,728,harsh_braking,low,0.843,0,0.379,harsh braking detected. Combined score 0.379.,Motion: harsh_braking | Audio: normal
FLAG0346,TRIP058,DRV017,06-02-2024 21:16,1484,harsh_braking,low,0.712,0,0.32,harsh braking detected. Combined score 0.32.,Motion: harsh_braking | Audio: normal
FLAG0347,TRIP058,DRV017,06-02-2024 21:20,1736,harsh_braking,low,0.578,0,0.26,harsh braking detected. Combined score 0.26.,Motion: harsh_braking | Audio: normal
FLAG0348,TRIP058,DRV017,06-02-2024 21:24,1932,swerve,low,0.194,0,0.087,swerve detected. Combined score 0.087.,Motion: swerve | Audio: normal
FLAG0349,TRIP058,DRV017,06-02-2024 21:28,2184,moderate_brake,low,0.13,0,0.059,moderate brake detected. Combined score 0.059.,Motion: moderate_brake | Audio: normal
FLAG0350,TRIP058,DRV017,06-02-2024 21:36,2660,swerve,low,0.492,0,0.221,swerve detected. Combined score 0.221.,Motion: swerve | Audio: normal
FLAG0351,TRIP058,DRV017,06-02-2024 21:39,2856,harsh_braking,low,0.754,0,0.339,harsh braking detected. Combined score 0.339.,Motion: harsh_braking | Audio: normal
FLAG0352,TRIP058,DRV017,06-02-2024 21:42,3024,harsh_accel,low,0.666,0,0.3,harsh accel detected. Combined score 0.3.,Motion: harsh_accel | Audio: normal
FLAG0353,TRIP059,DRV017,06-02-2024 22:11,297,swerve,low,0.47,0,0.211,swerve detected. Combined score 0.211.,Motion: swerve | Audio: normal
FLAG0354,TRIP059,DRV017,06-02-2024 22:20,837,swerve,low,0.179,0,0.081,swerve detected. Combined score 0.081.,Motion: swerve | Audio: normal
FLAG0355,TRIP059,DRV017,06-02-2024 22:23,972,harsh_braking,low,0.605,0,0.272,harsh braking detected. Combined score 0.272.,Motion: harsh_braking | Audio: normal
FLAG0356,TRIP059,DRV017,06-02-2024 22:33,1593,harsh_braking,low,0.779,0,0.351,harsh braking detected. Combined score 0.351.,Motion: harsh_braking | Audio: normal
FLAG0357,TRIP059,DRV017,06-02-2024 22:37,1809,harsh_accel,low,0.473,0,0.213,harsh accel detected. Combined score 0.213.,Motion: harsh_accel | Audio: normal
FLAG0358,TRIP059,DRV017,06-02-2024 22:41,2052,swerve,low,0.352,0,0.158,swerve detected. Combined score 0.158.,Motion: swerve | Audio: normal
FLAG0359,TRIP059,DRV017,06-02-2024 22:51,2646,swerve,low,0.619,0,0.279,swerve detected. Combined score 0.279.,Motion: swerve | Audio: normal
FLAG0360,TRIP060,DRV018,06-02-2024 12:22,420,swerve,low,0.224,0,0.101,swerve detected. Combined score 0.101.,Motion: swerve | Audio: normal
FLAG0361,TRIP060,DRV018,06-02-2024 12:31,1008,harsh_braking,low,0.801,0,0.36,harsh braking detected. Combined score 0.36.,Motion: harsh_braking | Audio: normal
FLAG0362,TRIP060,DRV018,06-02-2024 12:34,1197,harsh_accel,low,0.454,0,0.204,harsh accel detected. Combined score 0.204.,Motion: harsh_accel | Audio: normal
FLAG0363,TRIP060,DRV018,06-02-2024 12:39,1449,harsh_accel,low,0.635,0,0.286,harsh accel detected. Combined score 0.286.,Motion: harsh_accel | Audio: normal
FLAG0364,TRIP060,DRV018,06-02-2024 12:47,1932,swerve,low,0.485,0,0.218,swerve detected. Combined score 0.218.,Motion: swerve | Audio: normal
FLAG0365,TRIP061,DRV018,06-02-2024 13:20,279,moderate_brake,low,0.147,0,0.066,moderate brake detected. Combined score 0.066.,Motion: moderate_brake | Audio: normal
FLAG0366,TRIP061,DRV018,06-02-2024 13:25,589,swerve,low,0.611,0,0.275,swerve detected. Combined score 0.275.,Motion: swerve | Audio: normal
FLAG0367,TRIP061,DRV018,06-02-2024 13:29,837,harsh_braking,medium,0.95,0,0.427,harsh braking detected. Combined score 0.427.,Motion: harsh_braking | Audio: normal
FLAG0368,TRIP061,DRV018,06-02-2024 13:32,988,conflict_moment,high,0,0.95,0.522,"elevated cabin audio (89 dB, 51s sustained). Combined score 0.522.",Motion: conflict_moment | Audio: conflict
FLAG0369,TRIP061,DRV018,06-02-2024 13:43,1643,harsh_accel,low,0.675,0,0.304,harsh accel detected. Combined score 0.304.,Motion: harsh_accel | Audio: normal
FLAG0370,TRIP061,DRV018,06-02-2024 13:47,1891,swerve,low,0.415,0,0.187,pothole detected. Combined score 0.187.,Motion: swerve | Audio: normal
FLAG0371,TRIP062,DRV019,06-02-2024 06:12,0,swerve,low,0.533,0,0.24,swerve detected. Combined score 0.24.,Motion: swerve | Audio: normal
FLAG0372,TRIP062,DRV019,06-02-2024 06:15,200,harsh_braking,medium,0.95,0,0.427,harsh braking detected. Combined score 0.427.,Motion: harsh_braking | Audio: normal
FLAG0373,TRIP062,DRV019,06-02-2024 06:25,820,swerve,low,0.541,0,0.243,swerve detected. Combined score 0.243.,Motion: swerve | Audio: normal
FLAG0374,TRIP062,DRV019,06-02-2024 06:31,1160,swerve,low,0.676,0,0.304,swerve detected. Combined score 0.304.,Motion: swerve | Audio: normal
FLAG0375,TRIP062,DRV019,06-02-2024 06:42,1800,harsh_braking,low,0.566,0,0.255,moderate brake detected. Combined score 0.255.,Motion: harsh_braking | Audio: normal
FLAG0376,TRIP062,DRV019,06-02-2024 06:56,2640,swerve,low,0.667,0,0.3,swerve detected. Combined score 0.3.,Motion: swerve | Audio: normal
FLAG0377,TRIP063,DRV019,06-02-2024 07:16,259,swerve,low,0.667,0,0.3,swerve detected. Combined score 0.3.,Motion: swerve | Audio: normal
FLAG0378,TRIP063,DRV019,06-02-2024 07:19,444,swerve,low,0.233,0,0.105,swerve detected. Combined score 0.105.,Motion: swerve | Audio: normal
FLAG0379,TRIP063,DRV019,06-02-2024 07:26,888,swerve,low,0.77,0,0.347,harsh accel detected. Combined score 0.347.,Motion: swerve | Audio: normal
FLAG0380,TRIP063,DRV019,06-02-2024 07:37,1554,swerve,low,0.196,0,0.088,swerve detected. Combined score 0.088.,Motion: swerve | Audio: normal
FLAG0381,TRIP064,DRV020,06-02-2024 17:27,21,harsh_braking,low,0.72,0,0.324,swerve detected. Combined score 0.324.,Motion: harsh_braking | Audio: normal
FLAG0382,TRIP064,DRV020,06-02-2024 17:33,378,harsh_braking,low,0.544,0,0.245,harsh braking detected. Combined score 0.245.,Motion: harsh_braking | Audio: normal
FLAG0383,TRIP064,DRV020,06-02-2024 17:39,777,harsh_braking,low,0.435,0,0.196,moderate brake detected. Combined score 0.196.,Motion: harsh_braking | Audio: normal
FLAG0384,TRIP064,DRV020,06-02-2024 17:44,1050,swerve,low,0.554,0,0.249,swerve detected. Combined score 0.249.,Motion: swerve | Audio: normal
FLAG0385,TRIP065,DRV020,06-02-2024 18:13,175,harsh_braking,low,0.386,0,0.174,moderate brake detected. Combined score 0.174.,Motion: harsh_braking | Audio: normal
FLAG0386,TRIP065,DRV020,06-02-2024 18:19,525,harsh_braking,medium,0.844,0,0.38,harsh braking detected. Combined score 0.38.,Motion: harsh_braking | Audio: normal
FLAG0387,TRIP065,DRV020,06-02-2024 18:24,825,harsh_braking,low,0.765,0,0.344,harsh braking detected. Combined score 0.344.,Motion: harsh_braking | Audio: normal
FLAG0388,TRIP065,DRV020,06-02-2024 18:34,1425,swerve,low,0.25,0,0.113,moderate brake detected. Combined score 0.113.,Motion: swerve | Audio: normal
FLAG0389,TRIP065,DRV020,06-02-2024 18:44,2000,moderate_brake,low,0.143,0,0.064,moderate brake detected. Combined score 0.064.,Motion: moderate_brake | Audio: normal
FLAG0390,TRIP065,DRV020,06-02-2024 18:48,2250,harsh_accel,low,0.568,0,0.256,harsh accel detected. Combined score 0.256.,Motion: harsh_accel | Audio: normal
FLAG0391,TRIP065,DRV020,06-02-2024 18:50,2375,swerve,low,0.501,0,0.225,harsh braking detected. Combined score 0.225.,Motion: swerve | Audio: normal
FLAG0392,TRIP065,DRV020,06-02-2024 18:57,2775,moderate_brake,low,0.163,0,0.073,moderate brake detected. Combined score 0.073.,Motion: moderate_brake | Audio: normal
FLAG0393,TRIP065,DRV020,06-02-2024 19:02,3075,swerve,low,0.448,0,0.202,swerve detected. Combined score 0.202.,Motion: swerve | Audio: normal
FLAG0394,TRIP065,DRV020,06-02-2024 19:06,3300,harsh_accel,low,0.375,0,0.169,harsh accel detected. Combined score 0.169.,Motion: harsh_accel | Audio: normal
FLAG0395,TRIP066,DRV021,06-02-2024 17:20,468,harsh_braking,low,0.359,0,0.162,harsh braking detected. Combined score 0.162.,Motion: harsh_braking | Audio: normal
FLAG0396,TRIP066,DRV021,06-02-2024 17:23,648,harsh_braking,medium,0.928,0,0.418,harsh braking detected. Combined score 0.418.,Motion: harsh_braking | Audio: normal
FLAG0397,TRIP066,DRV021,06-02-2024 17:32,1188,harsh_braking,low,0.702,0,0.316,harsh braking detected. Combined score 0.316.,Motion: harsh_braking | Audio: normal
FLAG0398,TRIP066,DRV021,06-02-2024 17:45,1944,harsh_accel,low,0.649,0,0.292,harsh accel detected. Combined score 0.292.,Motion: harsh_accel | Audio: normal
FLAG0399,TRIP067,DRV021,06-02-2024 18:12,380,moderate_brake,low,0.158,0,0.071,moderate brake detected. Combined score 0.071.,Motion: moderate_brake | Audio: normal
FLAG0400,TRIP067,DRV021,06-02-2024 18:15,570,moderate_brake,low,0.236,0,0.106,moderate brake detected. Combined score 0.106.,Motion: moderate_brake | Audio: normal
FLAG0401,TRIP067,DRV021,06-02-2024 18:21,950,harsh_accel,low,0.282,0,0.127,harsh accel detected. Combined score 0.127.,Motion: harsh_accel | Audio: normal
FLAG0402,TRIP067,DRV021,06-02-2024 18:24,1102,harsh_accel,low,0.568,0,0.256,harsh accel detected. Combined score 0.256.,Motion: harsh_accel | Audio: normal
FLAG0403,TRIP067,DRV021,06-02-2024 18:28,1330,moderate_brake,low,0.273,0,0.123,moderate brake detected. Combined score 0.123.,Motion: moderate_brake | Audio: normal
FLAG0404,TRIP067,DRV021,06-02-2024 18:32,1596,harsh_accel,low,0.58,0,0.261,swerve detected. Combined score 0.261.,Motion: harsh_accel | Audio: normal
FLAG0405,TRIP067,DRV021,06-02-2024 18:38,1976,harsh_accel,low,0.513,0,0.231,harsh accel detected. Combined score 0.231.,Motion: harsh_accel | Audio: normal
FLAG0406,TRIP068,DRV021,06-02-2024 19:16,38,harsh_accel,low,0.659,0,0.297,swerve detected. Combined score 0.297.,Motion: harsh_accel | Audio: normal
FLAG0407,TRIP068,DRV021,06-02-2024 19:19,190,harsh_braking,low,0.446,0,0.201,harsh braking detected. Combined score 0.201.,Motion: harsh_braking | Audio: normal
FLAG0408,TRIP068,DRV021,06-02-2024 19:21,342,harsh_braking,low,0.802,0,0.361,harsh braking detected. Combined score 0.361.,Motion: harsh_braking | Audio: normal
FLAG0409,TRIP068,DRV021,06-02-2024 19:26,627,harsh_braking,medium,0.904,0,0.407,swerve detected. Combined score 0.407.,Motion: harsh_braking | Audio: normal
FLAG0410,TRIP068,DRV021,06-02-2024 19:38,1349,harsh_braking,low,0.723,0,0.325,harsh braking detected. Combined score 0.325.,Motion: harsh_braking | Audio: normal
FLAG0411,TRIP068,DRV021,06-02-2024 19:45,1786,harsh_braking,medium,0.877,0,0.395,harsh braking detected. Combined score 0.395.,Motion: harsh_braking | Audio: normal
FLAG0412,TRIP068,DRV021,06-02-2024 19:48,1957,harsh_braking,medium,0.942,0,0.424,harsh braking detected. Combined score 0.424.,Motion: harsh_braking | Audio: normal
FLAG0413,TRIP068,DRV021,06-02-2024 19:54,2337,swerve,low,0.311,0,0.14,swerve detected. Combined score 0.14.,Motion: swerve | Audio: normal
FLAG0414,TRIP069,DRV022,06-02-2024 17:23,1100,harsh_braking,low,0.669,0,0.301,harsh braking detected. Combined score 0.301.,Motion: harsh_braking | Audio: normal
FLAG0415,TRIP069,DRV022,06-02-2024 17:26,1276,harsh_braking,medium,0.909,0,0.409,harsh accel detected. Combined score 0.409.,Motion: harsh_braking | Audio: normal
FLAG0416,TRIP069,DRV022,06-02-2024 17:33,1716,swerve,low,0.485,0,0.218,swerve detected. Combined score 0.218.,Motion: swerve | Audio: normal
FLAG0417,TRIP070,DRV022,06-02-2024 18:10,185,harsh_accel,low,0.323,0,0.145,harsh accel detected. Combined score 0.145.,Motion: harsh_accel | Audio: normal
FLAG0418,TRIP070,DRV022,06-02-2024 18:13,370,moderate_brake,low,0.225,0,0.101,moderate brake detected. Combined score 0.101.,Motion: moderate_brake | Audio: normal
FLAG0419,TRIP070,DRV022,06-02-2024 18:21,888,swerve,low,0.32,0,0.144,swerve detected. Combined score 0.144.,Motion: swerve | Audio: normal
FLAG0420,TRIP070,DRV022,06-02-2024 18:24,1073,harsh_accel,low,0.353,0,0.159,harsh accel detected. Combined score 0.159.,Motion: harsh_accel | Audio: normal
FLAG0421,TRIP070,DRV022,06-02-2024 18:27,1258,moderate_brake,low,0.194,0,0.087,moderate brake detected. Combined score 0.087.,Motion: moderate_brake | Audio: normal
FLAG0422,TRIP070,DRV022,06-02-2024 18:30,1406,swerve,low,0.405,0,0.182,swerve detected. Combined score 0.182.,Motion: swerve | Audio: normal
FLAG0423,TRIP070,DRV022,06-02-2024 18:37,1850,moderate_brake,low,0.177,0,0.08,moderate brake detected. Combined score 0.08.,Motion: moderate_brake | Audio: normal
FLAG0424,TRIP070,DRV022,06-02-2024 18:44,2220,moderate_brake,low,0.235,0,0.106,moderate brake detected. Combined score 0.106.,Motion: moderate_brake | Audio: normal
FLAG0425,TRIP070,DRV022,06-02-2024 18:50,2590,moderate_brake,low,0.28,0,0.126,moderate brake detected. Combined score 0.126.,Motion: moderate_brake | Audio: normal
FLAG0426,TRIP070,DRV022,06-02-2024 18:53,2775,harsh_accel,low,0.267,0,0.12,harsh accel detected. Combined score 0.12.,Motion: harsh_accel | Audio: normal
FLAG0427,TRIP070,DRV022,06-02-2024 18:56,2960,moderate_brake,low,0.152,0,0.068,moderate brake detected. Combined score 0.068.,Motion: moderate_brake | Audio: normal
FLAG0428,TRIP070,DRV022,06-02-2024 19:01,3293,swerve,low,0.171,0,0.077,swerve detected. Combined score 0.077.,Motion: swerve | Audio: normal
FLAG0429,TRIP071,DRV023,06-02-2024 06:06,369,harsh_braking,low,0.429,0,0.193,harsh braking detected. Combined score 0.193.,Motion: harsh_braking | Audio: normal
FLAG0430,TRIP071,DRV023,06-02-2024 06:10,615,harsh_braking,low,0.655,0,0.295,harsh braking detected. Combined score 0.295.,Motion: harsh_braking | Audio: normal
FLAG0431,TRIP071,DRV023,06-02-2024 06:19,1148,harsh_accel,low,0.368,0,0.166,harsh accel detected. Combined score 0.166.,Motion: harsh_accel | Audio: normal
FLAG0432,TRIP071,DRV023,06-02-2024 06:23,1435,harsh_accel,low,0.584,0,0.263,harsh accel detected. Combined score 0.263.,Motion: harsh_accel | Audio: normal
FLAG0433,TRIP071,DRV023,06-02-2024 06:33,2030,conflict_moment,medium,0,0.833,0.458,"elevated cabin audio (84 dB, 44s sustained). Combined score 0.458.",Motion: conflict_moment | Audio: conflict
FLAG0434,TRIP071,DRV023,06-02-2024 06:37,2255,harsh_braking,medium,0.895,0,0.403,harsh braking detected. Combined score 0.403.,Motion: harsh_braking | Audio: normal
FLAG0435,TRIP071,DRV023,06-02-2024 06:45,2747,harsh_braking,low,0.612,0,0.275,harsh braking detected. Combined score 0.275.,Motion: harsh_braking | Audio: normal
FLAG0436,TRIP071,DRV023,06-02-2024 06:54,3280,harsh_accel,low,0.319,0,0.144,harsh accel detected. Combined score 0.144.,Motion: harsh_accel | Audio: normal
FLAG0437,TRIP072,DRV023,06-02-2024 07:23,17,swerve,low,0.667,0,0.3,swerve detected. Combined score 0.3.,Motion: swerve | Audio: normal
FLAG0438,TRIP072,DRV023,06-02-2024 07:30,442,swerve,low,0.719,0,0.324,moderate brake detected. Combined score 0.324.,Motion: swerve | Audio: normal
FLAG0439,TRIP072,DRV023,06-02-2024 07:32,595,harsh_braking,low,0.81,0,0.365,moderate brake detected. Combined score 0.365.,Motion: harsh_braking | Audio: normal
FLAG0440,TRIP072,DRV023,06-02-2024 07:44,1275,moderate_brake,low,0.101,0,0.045,moderate brake detected. Combined score 0.045.,Motion: moderate_brake | Audio: normal
FLAG0441,TRIP072,DRV023,06-02-2024 07:47,1479,harsh_accel,low,0.498,0,0.224,harsh accel detected. Combined score 0.224.,Motion: harsh_accel | Audio: normal
FLAG0442,TRIP072,DRV023,06-02-2024 07:54,1887,moderate_brake,low,0.121,0,0.054,moderate brake detected. Combined score 0.054.,Motion: moderate_brake | Audio: normal
FLAG0443,TRIP072,DRV023,06-02-2024 08:00,2227,harsh_accel,low,0.477,0,0.215,harsh accel detected. Combined score 0.215.,Motion: harsh_accel | Audio: normal
FLAG0444,TRIP072,DRV023,06-02-2024 08:04,2516,harsh_accel,low,0.396,0,0.178,harsh accel detected. Combined score 0.178.,Motion: harsh_accel | Audio: normal
FLAG0445,TRIP072,DRV023,06-02-2024 08:07,2652,swerve,low,0.285,0,0.128,swerve detected. Combined score 0.128.,Motion: swerve | Audio: normal
FLAG0446,TRIP072,DRV023,06-02-2024 08:10,2822,swerve,low,0.252,0,0.113,swerve detected. Combined score 0.113.,Motion: swerve | Audio: normal
FLAG0447,TRIP073,DRV023,06-02-2024 08:46,252,moderate_brake,low,0.33,0,0.149,moderate brake detected. Combined score 0.149.,Motion: moderate_brake | Audio: normal
FLAG0448,TRIP073,DRV023,06-02-2024 08:49,462,moderate_brake,low,0.15,0,0.068,moderate brake detected. Combined score 0.068.,Motion: moderate_brake | Audio: normal
FLAG0449,TRIP073,DRV023,06-02-2024 08:51,588,harsh_accel,low,0.435,0,0.196,moderate brake detected. Combined score 0.196.,Motion: harsh_accel | Audio: normal
FLAG0450,TRIP073,DRV023,06-02-2024 09:10,1680,moderate_brake,low,0.134,0,0.06,moderate brake detected. Combined score 0.06.,Motion: moderate_brake | Audio: normal
FLAG0451,TRIP073,DRV023,06-02-2024 09:12,1806,harsh_braking,low,0.341,0,0.153,moderate brake detected. Combined score 0.153.,Motion: harsh_braking | Audio: normal
FLAG0452,TRIP073,DRV023,06-02-2024 09:19,2268,moderate_brake,low,0.203,0,0.091,moderate brake detected. Combined score 0.091.,Motion: moderate_brake | Audio: normal
FLAG0453,TRIP074,DRV023,06-02-2024 10:01,264,harsh_braking,low,0.572,0,0.257,harsh braking detected. Combined score 0.257.,Motion: harsh_braking | Audio: normal
FLAG0454,TRIP074,DRV023,06-02-2024 10:09,720,harsh_accel,low,0.372,0,0.167,harsh accel detected. Combined score 0.167.,Motion: harsh_accel | Audio: normal
FLAG0455,TRIP074,DRV023,06-02-2024 10:12,936,harsh_braking,low,0.571,0,0.257,harsh accel detected. Combined score 0.257.,Motion: harsh_braking | Audio: normal
FLAG0456,TRIP074,DRV023,06-02-2024 10:16,1176,harsh_braking,low,0.818,0,0.368,harsh braking detected. Combined score 0.368.,Motion: harsh_braking | Audio: normal
FLAG0457,TRIP074,DRV023,06-02-2024 10:21,1440,swerve,low,0.639,0,0.288,swerve detected. Combined score 0.288.,Motion: swerve | Audio: normal
FLAG0458,TRIP075,DRV023,06-02-2024 10:56,0,swerve,low,0.396,0,0.178,swerve detected. Combined score 0.178.,Motion: swerve | Audio: normal
FLAG0459,TRIP075,DRV023,06-02-2024 10:58,128,harsh_accel,low,0.278,0,0.125,harsh accel detected. Combined score 0.125.,Motion: harsh_accel | Audio: normal
FLAG0460,TRIP075,DRV023,06-02-2024 11:02,384,harsh_braking,medium,0.845,0,0.38,moderate brake detected. Combined score 0.38.,Motion: harsh_braking | Audio: normal
FLAG0461,TRIP075,DRV023,06-02-2024 11:15,1168,harsh_braking,medium,0.95,0,0.427,swerve detected. Combined score 0.427.,Motion: harsh_braking | Audio: normal
FLAG0462,TRIP075,DRV023,06-02-2024 11:28,1936,harsh_accel,low,0.616,0,0.277,pothole detected. Combined score 0.277.,Motion: harsh_accel | Audio: normal
FLAG0463,TRIP076,DRV023,06-02-2024 12:12,527,harsh_braking,low,0.679,0,0.306,harsh braking detected. Combined score 0.306.,Motion: harsh_braking | Audio: normal
FLAG0464,TRIP076,DRV023,06-02-2024 12:16,748,moderate_brake,low,0.166,0,0.075,moderate brake detected. Combined score 0.075.,Motion: moderate_brake | Audio: normal
FLAG0465,TRIP076,DRV023,06-02-2024 12:20,986,harsh_accel,low,0.675,0,0.304,harsh accel detected. Combined score 0.304.,Motion: harsh_accel | Audio: normal
FLAG0466,TRIP076,DRV023,06-02-2024 12:23,1156,harsh_braking,low,0.364,0,0.164,harsh braking detected. Combined score 0.164.,Motion: harsh_braking | Audio: normal
FLAG0467,TRIP076,DRV023,06-02-2024 12:27,1411,pothole,low,0.1,0,0.045,pothole detected. Combined score 0.045.,Motion: pothole | Audio: normal
FLAG0468,TRIP076,DRV023,06-02-2024 12:35,1870,harsh_accel,low,0.285,0,0.128,harsh accel detected. Combined score 0.128.,Motion: harsh_accel | Audio: normal
FLAG0469,TRIP076,DRV023,06-02-2024 12:38,2091,harsh_braking,low,0.697,0,0.314,harsh braking detected. Combined score 0.314.,Motion: harsh_braking | Audio: normal
FLAG0470,TRIP076,DRV023,06-02-2024 12:45,2465,harsh_braking,low,0.521,0,0.234,harsh braking detected. Combined score 0.234.,Motion: harsh_braking | Audio: normal
FLAG0471,TRIP077,DRV024,06-02-2024 17:23,161,swerve,low,0.361,0,0.162,swerve detected. Combined score 0.162.,Motion: swerve | Audio: normal
FLAG0472,TRIP077,DRV024,06-02-2024 17:26,345,harsh_accel,low,0.699,0,0.315,swerve detected. Combined score 0.315.,Motion: harsh_accel | Audio: normal
FLAG0473,TRIP077,DRV024,06-02-2024 17:34,805,harsh_braking,medium,0.924,0,0.416,harsh braking detected. Combined score 0.416.,Motion: harsh_braking | Audio: normal
FLAG0474,TRIP077,DRV024,06-02-2024 17:39,1081,harsh_braking,medium,0.895,0,0.403,harsh braking detected. Combined score 0.403.,Motion: harsh_braking | Audio: normal
FLAG0475,TRIP077,DRV024,06-02-2024 17:44,1403,harsh_braking,low,0.538,0,0.242,swerve detected. Combined score 0.242.,Motion: harsh_braking | Audio: normal
FLAG0476,TRIP077,DRV024,06-02-2024 17:48,1633,harsh_braking,medium,0.95,0,0.427,harsh braking detected. Combined score 0.427.,Motion: harsh_braking | Audio: normal
FLAG0477,TRIP077,DRV024,06-02-2024 17:57,2162,harsh_accel,low,0.608,0,0.274,harsh accel detected. Combined score 0.274.,Motion: harsh_accel | Audio: normal
FLAG0478,TRIP077,DRV024,06-02-2024 18:02,2484,harsh_accel,low,0.635,0,0.286,swerve detected. Combined score 0.286.,Motion: harsh_accel | Audio: normal
FLAG0479,TRIP077,DRV024,06-02-2024 18:08,2852,harsh_accel,low,0.615,0,0.277,harsh accel detected. Combined score 0.277.,Motion: harsh_accel | Audio: normal
FLAG0480,TRIP077,DRV024,06-02-2024 18:11,3013,harsh_accel,low,0.553,0,0.249,harsh accel detected. Combined score 0.249.,Motion: harsh_accel | Audio: normal
FLAG0481,TRIP077,DRV024,06-02-2024 18:14,3220,swerve,low,0.592,0,0.266,swerve detected. Combined score 0.266.,Motion: swerve | Audio: normal
FLAG0482,TRIP077,DRV024,06-02-2024 18:16,3358,harsh_accel,low,0.605,0,0.272,harsh accel detected. Combined score 0.272.,Motion: harsh_accel | Audio: normal
FLAG0483,TRIP077,DRV024,06-02-2024 18:19,3496,swerve,low,0.651,0,0.293,harsh accel detected. Combined score 0.293.,Motion: swerve | Audio: normal
FLAG0484,TRIP078,DRV024,06-02-2024 19:08,814,swerve,low,0.237,0,0.107,swerve detected. Combined score 0.107.,Motion: swerve | Audio: normal
FLAG0485,TRIP078,DRV024,06-02-2024 19:15,1221,moderate_brake,low,0.194,0,0.087,moderate brake detected. Combined score 0.087.,Motion: moderate_brake | Audio: normal
FLAG0486,TRIP078,DRV024,06-02-2024 19:25,1813,harsh_accel,low,0.537,0,0.242,harsh accel detected. Combined score 0.242.,Motion: harsh_accel | Audio: normal
FLAG0487,TRIP078,DRV024,06-02-2024 19:32,2257,harsh_accel,low,0.343,0,0.154,harsh accel detected. Combined score 0.154.,Motion: harsh_accel | Audio: normal
FLAG0488,TRIP079,DRV024,06-02-2024 20:08,525,harsh_accel,low,0.382,0,0.172,harsh accel detected. Combined score 0.172.,Motion: harsh_accel | Audio: normal
FLAG0489,TRIP079,DRV024,06-02-2024 20:12,756,harsh_braking,low,0.791,0,0.356,harsh braking detected. Combined score 0.356.,Motion: harsh_braking | Audio: normal
FLAG0490,TRIP079,DRV024,06-02-2024 20:18,1113,harsh_braking,low,0.709,0,0.319,moderate brake detected. Combined score 0.319.,Motion: harsh_braking | Audio: normal
